SID,Location,Replicate,Plot,Clone,Species,Gender,CDIA,CFOR,VPH,FPH,HEMI,CELL,LIG,ASH,SPGR,HT,Sno,Total diam (mm),SDIA,SA,IL,LFA,LFWT,SLA,LMA,LFL,LFW,LFP,Leaf Factor,Leaf Aspect Ratio,Conductance Temp °C,gs,AugSPAD,SeptSPAD,YLD
YR2_Geneva_R4_P414,Geneva,4,414,01-01-032,S. purpurea,F,22.5,53.6,103,103,18.1401,38.1556,28.4057,2.0023,0.44,3.11,34,287,8.44,21.35,9.65,5.75,0.0672,85.57,0.01169,5.16,1.49,10.87,3.47,0.61,27.0,551.7,46.07,37.43,2.50
YR2_Geneva_R5_P592,Geneva,5,592,01-01-032,S. purpurea,F,25.9,49.6,111,103,NA,NA,NA,NA,NA,3.27,36,350,9.72,31.62,7.15,5.59,0.0638,87.62,0.01141,5.94,1.31,11.57,4.53,0.52,28.7,437.7,42.50,42.50,3.82
YR2_Geneva_R6_P756,Geneva,6,756,01-01-032,S. purpurea,F,24.2,51.6,111.0,103,NA,NA,NA,NA,NA,2.99,39,392,10.05,35.22,7.85,5.72,0.0703,81.37,0.01229,5.79,1.29,10.59,4.48,0.64,25.9,368.7,45.87,41.27,4.41
YR2_Portland_R1_P42,Portland,1,42,01-01-032,S. purpurea,F,34.4,41.5,NA,NA,17.1204,40.5214,28.4934,1.5970,0.53,3.07,24,313,13.04,27.69,13.00,4.12,0.0491,83.91,0.01192,4.25,1.28,9.4,3.3,0.59,32.4,688.4,48.3,50.7,1.99
YR2_Portland_R2_P253,Portland,2,253,01-01-032,S. purpurea,F,21.3,55.1,NA,NA,18.0142,39.6816,28.1129,1.5301,0.48,2.78,27,193,7.15,11.90,18.50,7.11,0.0704,100.99,0.00990,6.04,1.57,38.86,3.84,0.06,30.4,309.8,42.6,51.8,2.46
YR2_Portland_R3_P347,Portland,3,347,01-01-032,S. purpurea,F,25.8,49.8,NA,NA,17.7859,39.1403,28.4790,1.6142,0.49,2.84,33,278,8.42,20.44,17.50,10.35,0.1162,89.07,0.01123,7.41,1.85,16.58,4.01,0.47,26.4,358.8,34.9,51.9,1.76
YR2_Portland_R4_P410,Portland,4,410,01-01-032,S. purpurea,F,19.8,57.0,NA,NA,18.2678,40.7854,27.3601,1.2445,0.48,1.93,23,232,10.09,21.21,19.50,7.41,0.0984,75.30,0.01328,5.95,1.69,12.76,3.52,0.57,26.1,216.4,46.6,38.6,2.22
YR2_Portland_R5_P521,Portland,5,521,01-01-032,S. purpurea,F,24.2,51.6,NA,NA,NA,NA,NA,NA,NA,2.58,44,433,9.84,36.81,12.50,9.96,0.0774,128.68,0.00777,9.56,1.47,14.8,6.52,0.57,28.6,400.2,46.7,44.3,2.34
YR2_Portland_R6_P653,Portland,6,653,01-01-032,S. purpurea,F,20.5,56.1,NA,NA,NA,NA,NA,NA,NA,2.24,22,160,7.27,10.16,24.50,6.24,0.0837,74.55,0.01341,5.81,1.33,10.3,4.38,0.74,29.8,332.8,45.5,38.2,1.87
YR2_WVU_R1_P93,WVU,1,93,01-01-032,S. purpurea,F,45,34.1,102,74,17.5681,40.3293,27.7045,1.6932,0.41,3.08,52,459,8.83,35.02,NA,14.29,0.1436,99.51,0.01005,8.21,2.2,18.55,3.73,0.52,31.5,530.1,NA,43.5,2.31
YR2_WVU_R2_P245,WVU,2,245,01-01-032,S. purpurea,F,49,31.9,102,81,18.0027,41.7658,26.9185,1.5484,0.46,3.56,34,302,8.88,22.98,NA,7.44,0.0779,95.51,0.01047,6.89,1.53,30.8,4.49,0.1,28.7,255.5,NA,40.9,3.84
YR2_WVU_R3_P286,WVU,3,286,01-01-032,S. purpurea,F,21,55.4,102,74,17.9655,42.5904,27.0415,1.5809,0.45,3.70,43,513,11.93,56.07,NA,12.01,0.1148,104.62,0.00956,9.75,1.84,40.48,5.29,0.09,31.2,645.0,NA,40.9,5.16
YR2_WVU_R4_P483,WVU,4,483,01-01-032,S. purpurea,F,31,44.5,108,74,18.1006,41.0815,26.7026,1.9563,0.45,3.41,27,279,10.33,23.96,NA,10.06,0.1067,94.28,0.01061,8.02,1.74,22.33,4.6,0.25,27.1,266.7,NA,38.5,2.75
YR2_WVU_R5_P607,WVU,5,607,01-01-032,S. purpurea,F,49,31.9,102,81,NA,NA,NA,NA,NA,3.12,28,228,8.14,15.82,NA,14.31,0.1301,109.99,0.00909,8.35,2.18,35.51,3.82,0.14,31.5,523.1,NA,NA,2.97
YR2_WVU_R6_P695,WVU,6,695,01-01-032,S. purpurea,F,20,56.7,102,81,NA,NA,NA,NA,NA,2.92,15,118,7.87,8.29,NA,9.11,0.1133,80.41,0.01244,9.57,1.29,18.68,7.44,0.33,32.8,433.5,NA,NA,1.98
YR2_Geneva_R1_P61,Geneva,1,61,01-01-031,S. purpurea,M,46.7,33.1,103,91,18.3235,39.0533,27.5142,2.4620,0.45,3.19,22,292,13.27,34.97,11.10,7.31,0.0871,83.93,0.01192,5.86,1.65,12.84,3.55,0.56,29.0,597.8,45.47,47.50,3.50
YR2_Geneva_R2_P214,Geneva,2,214,01-01-031,S. purpurea,M,28.6,46.8,103,91,19.1896,43.1032,25.7771,1.4713,0.45,3.46,23,245,10.65,22.60,18.85,3.78,0.0751,50.33,0.01987,3.07,1.68,7.36,1.83,0.88,28.7,731.0,47.27,36.23,3.04
YR2_Geneva_R3_P348,Geneva,3,348,01-01-031,S. purpurea,M,31.8,43.8,103,91,18.9732,43.3108,25.7721,1.1561,0.45,3.18,27,294,10.89,28.75,7.80,7.6,0.0945,80.42,0.01243,5.22,1.8,11.68,2.91,0.7,26.6,534.0,35.13,45.17,2.80
YR2_Geneva_R4_P413,Geneva,4,413,01-01-031,S. purpurea,M,39.6,37.6,103,103,18.2697,40.7778,27.1011,1.5528,0.44,3.52,42,448,10.67,45.88,8.00,9.81,0.1085,90.41,0.01106,6.83,1.95,15.26,3.51,0.53,26.8,443.7,45.97,47.07,4.91
YR2_Geneva_R5_P629,Geneva,5,629,01-01-031,S. purpurea,M,28.1,47.3,103,103,NA,NA,NA,NA,NA,3.47,31,350,11.29,36.19,5.50,8.01,0.0839,95.47,0.01047,6.08,1.66,12.07,3.66,0.69,32.4,639.4,61.23,40.17,5.14
YR2_Geneva_R6_P664,Geneva,6,664,01-01-031,S. purpurea,M,35.9,40.3,103,103,NA,NA,NA,NA,NA,3.69,40,463,11.58,51.51,7.05,11.28,0.1334,84.56,0.01183,7.42,1.86,14.56,3.98,0.67,22.9,180.3,56.50,47.70,5.84
YR2_Portland_R1_P26,Portland,1,26,01-01-031,S. purpurea,M,35.0,41.1,NA,NA,17.4134,41.8948,27.6170,1.2231,0.46,3.34,28,309,11.04,29.33,9.00,11.74,0.1265,92.81,0.01078,6.85,2.18,15.83,3.14,0.59,29.5,580.5,50.6,42.8,2.36
YR2_Portland_R2_P237,Portland,2,237,01-01-031,S. purpurea,M,31.1,44.4,NA,NA,17.2724,42.3865,27.4382,1.2902,0.47,3.75,11,140,12.73,14.66,20.00,9.18,0.0875,104.91,0.00953,6.53,1.83,48.1,3.57,0.05,31.3,461.5,60.3,54.3,1.41
YR2_Portland_R3_P302,Portland,3,302,01-01-031,S. purpurea,M,26.2,49.3,NA,NA,17.6338,40.4833,27.9804,1.3662,0.46,3.70,18,213,11.83,22.61,22.50,9.47,0.1009,93.86,0.01065,6.93,1.82,16.16,3.81,0.46,26.5,424.3,58.5,52.7,3.06
YR2_Portland_R4_P397,Portland,4,397,01-01-031,S. purpurea,M,47.5,32.7,NA,NA,17.1262,40.4825,28.5956,1.5076,0.47,3.33,33,410,12.42,47.19,21.00,9.32,0.1067,87.35,0.01145,6.77,1.75,15.2,3.87,0.51,26.0,262.6,56.4,48.8,4.48
YR2_Portland_R5_P526,Portland,5,526,01-01-031,S. purpurea,M,31.4,44.1,NA,NA,NA,NA,NA,NA,NA,3.47,35,366,10.46,33.35,15.00,9.65,0.1158,83.33,0.01200,6.51,1.96,14,3.32,0.62,29.9,435.6,53.3,51.9,4.24
YR2_Portland_R6_P751,Portland,6,751,01-01-031,S. purpurea,M,26.7,48.8,NA,NA,NA,NA,NA,NA,NA,3.38,13,142,10.92,14.34,12.00,14.95,0.1636,91.38,0.01094,8.14,2.44,17.81,3.33,0.59,26.5,327.1,54.4,52.0,2.36
YR2_WVU_R1_P55,WVU,1,55,01-01-031,S. purpurea,M,29,46.4,102,57,18.3115,42.6428,26.3214,1.2242,0.50,4.00,17,171,10.06,17.44,NA,16.33,0.1898,86.04,0.01162,9.02,2.26,19.48,4,0.54,33.2,468.4,NA,51.2,4.22
YR2_WVU_R2_P171,WVU,2,171,01-01-031,S. purpurea,M,9,73.5,102,74,16.7977,38.3042,29.3090,1.6410,0.58,2.32,10,67,6.70,4.00,NA,11.12,0.158,70.38,0.01421,6.47,2.06,18.91,3.15,0.39,35.7,771.5,NA,49.4,1.66
YR2_WVU_R3_P323,WVU,3,323,01-01-031,S. purpurea,M,62,26.2,102,57,18.2992,43.1567,26.1381,1.3936,0.45,3.66,27,346,12.81,38.85,NA,14,0.1367,102.41,0.00976,7.97,2.35,33.86,3.39,0.15,30.1,678.2,NA,49.4,5.32
YR2_WVU_R4_P472,WVU,4,472,01-01-031,S. purpurea,M,25,50.6,108,74,18.1189,44.0309,25.8192,1.4791,0.46,3.77,13,162,12.46,17.72,NA,12.56,0.144,87.22,0.01146,8.25,2,31.44,4.13,0.16,26.1,206.3,NA,42.5,2.66
YR2_WVU_R5_P575,WVU,5,575,01-01-031,S. purpurea,M,7,77.1,108,81,NA,NA,NA,NA,NA,2.08,13,127,9.77,10.00,NA,13.43,0.1443,93.07,0.01074,7.46,2.29,23.36,3.26,0.31,31.9,560.8,NA,NA,1.89
YR2_WVU_R6_P733,WVU,6,733,01-01-031,S. purpurea,M,2,86.2,102,57,NA,NA,NA,NA,NA,3.72,19,196,10.32,19.81,NA,17.76,0.1863,95.33,0.01049,8.84,2.49,20.62,3.56,0.53,30.1,452.9,NA,NA,4.55
YR2_Geneva_R1_P108,Geneva,1,108,01-01-030,S. purpurea,F,28.4,47.0,111,91,18.0587,40.8813,26.9565,2.0517,0.49,3.26,24,214,8.92,17.28,8.70,4.81,0.0633,75.99,0.01316,4.29,1.43,10.73,2.99,0.53,30.0,367.1,31.60,33.90,2.13
YR2_Geneva_R2_P200,Geneva,2,200,01-01-030,S. purpurea,F,36.2,40.1,111,91,18.6638,42.9188,25.1558,1.5657,0.50,3.43,27,215,7.96,15.70,10.35,7.6,0.1013,75.02,0.01333,5.35,1.75,13.07,3.06,0.56,27.4,687.6,39.80,25.83,2.13
YR2_Geneva_R3_P307,Geneva,3,307,01-01-030,S. purpurea,F,26.9,48.6,111,91,19.8881,42.9941,25.4590,1.2091,0.49,3.79,26,275,10.58,25.52,8.70,7.99,0.0949,84.19,0.01188,5.92,1.69,17.75,3.5,0.32,27.4,411.7,37.67,35.63,3.01
YR2_Geneva_R4_P487,Geneva,4,487,01-01-030,S. purpurea,F,34.1,41.8,111,103,18.0299,45.1918,25.6409,1.1144,0.50,4.44,35,398,11.37,41.67,9.30,7.54,0.0845,89.23,0.01121,6.08,1.67,12.09,3.64,0.65,27.7,500.5,41.60,27.53,7.51
YR2_Geneva_R5_P614,Geneva,5,614,01-01-030,S. purpurea,F,26.2,49.3,111,103,NA,NA,NA,NA,NA,4.27,29,331,11.41,34.99,8.85,8.01,0.0916,87.45,0.01144,6.52,1.57,13.44,4.16,0.56,29.6,373.5,35.70,29.70,4.88
YR2_Geneva_R6_P770,Geneva,6,770,01-01-030,S. purpurea,F,27.8,47.6,111.0,103,NA,NA,NA,NA,NA,4.14,24,277,11.54,30.10,8.50,9.18,0.1042,88.10,0.01135,6.4,1.83,14.05,3.5,0.58,25.3,203.1,42.20,37.97,3.88
YR2_Portland_R1_P58,Portland,1,58,01-01-030,S. purpurea,F,18.0,59.4,NA,NA,17.0354,41.1423,28.2178,1.3714,0.52,3.50,13,113,8.69,9.13,11.50,11.35,0.1118,101.52,0.00985,7.92,1.75,16.06,4.53,0.55,31.0,479.7,50.1,37.4,2.40
YR2_Portland_R2_P196,Portland,2,196,01-01-030,S. purpurea,F,21.6,54.7,NA,NA,17.1603,40.5291,28.1750,1.4509,0.51,2.82,22,220,10.00,19.40,12.00,7.17,0.0786,91.22,0.01096,5.61,1.59,28.62,3.52,0.11,34.4,436.5,40.8,37.9,1.80
YR2_Portland_R3_P324,Portland,3,324,01-01-030,S. purpurea,F,19.6,57.3,NA,NA,17.4240,39.5179,28.5775,1.6595,0.45,3.28,19,252,13.26,28.48,20.50,10.06,0.1142,88.09,0.01135,7.4,1.85,15.99,4,0.49,26.5,293.6,54.1,55.2,2.28
YR2_Portland_R4_P449,Portland,4,449,01-01-030,S. purpurea,F,9.7,72.3,NA,NA,17.5738,42.3266,27.1467,1.0632,0.51,3.21,8,75,9.38,6.10,16.50,15.99,0.1059,150.99,0.00662,9.52,2.08,18,4.57,0.62,29.0,324.7,44.1,42.2,0.60
YR2_Portland_R5_P561,Portland,5,561,01-01-030,S. purpurea,F,19.9,56.9,NA,NA,NA,NA,NA,NA,NA,3.80,19,233,12.26,24.90,12.00,10.87,0.1355,80.22,0.01247,7.3,2,16.15,3.65,0.52,30.4,221.8,44.4,55.1,2.65
YR2_Portland_R6_P780,Portland,6,780,01-01-030,S. purpurea,F,25.6,50.0,NA,NA,NA,NA,NA,NA,NA,3.40,25,210,8.40,15.97,14.50,16.16,0.2042,79.14,0.01264,8.35,2.5,18.3,3.35,0.61,25.4,223.1,39.3,38.8,1.68
YR2_WVU_R1_P84,WVU,1,84,01-01-030,S. purpurea,F,44,34.7,108,57,16.8957,42.4064,26.8965,1.5709,0.49,3.73,21,231,11.00,20.77,NA,14.65,0.1524,96.13,0.01040,8.97,1.93,19.36,4.65,0.49,33.1,524.8,NA,35.7,3.16
YR2_WVU_R2_P247,WVU,2,247,01-01-030,S. purpurea,F,9,73.5,108,57,18.2392,40.2330,26.8532,1.4546,0.40,3.75,5,46,9.20,3.85,NA,8.9,0.0825,107.88,0.00927,6.76,1.68,27.06,4.03,0.15,28.9,257.7,NA,34.2,3.05
YR2_WVU_R3_P279,WVU,3,279,01-01-030,S. purpurea,F,29,46.4,108,74,17.1497,44.5142,26.8555,1.3412,0.49,4.17,24,259,10.79,24.42,NA,11.1,0.1024,108.40,0.00923,7.65,2.04,32.89,3.75,0.13,31.5,460.0,NA,38.0,4.45
YR2_WVU_R4_P397,WVU,4,397,01-01-030,S. purpurea,F,48,32.4,115,81,17.4876,44.3359,25.8676,1.1937,0.54,3.54,30,329,10.97,30.92,NA,12.53,0.1248,100.40,0.00996,7.93,2.11,32.92,3.76,0.15,31.2,386.0,NA,32.9,3.28
YR2_WVU_R5_P645,WVU,5,645,01-01-030,S. purpurea,F,26,49.5,108,57,NA,NA,NA,NA,NA,4.20,27,286,10.59,27.93,NA,12.73,0.1449,87.85,0.01138,8.82,2.11,21.19,4.18,0.36,33.4,568.0,NA,NA,5.62
YR2_WVU_R6_P686,WVU,6,686,01-01-030,S. purpurea,F,38,38.7,108,81,NA,NA,NA,NA,NA,4.11,36,368,10.22,34.57,NA,20.67,0.1659,124.59,0.00803,10.51,2.26,27.18,4.64,0.35,32.8,596.0,NA,NA,5.62
YR2_Geneva_R1_P10,Geneva,1,10,01-01-029,S. purpurea,M,30.7,44.8,103,91,21.0416,41.4476,25.4396,2.0040,0.45,3.47,35,356,10.17,33.80,7.85,5.2,0.0606,85.81,0.01165,5.8,1.22,12.06,4.76,0.45,29.7,820.1,43.37,33.80,4.16
YR2_Geneva_R2_P147,Geneva,2,147,01-01-029,S. purpurea,M,27,48.5,103,91,19.9581,43.4569,25.9349,1.2047,0.46,3.70,35,336,9.60,28.54,6.80,9.02,0.1142,78.98,0.01266,7.49,1.57,15.34,4.76,0.48,30.9,534.1,48.47,27.43,5.51
YR2_Geneva_R3_P279,Geneva,3,279,01-01-029,S. purpurea,M,31.7,43.9,103,91,18.2471,41.8261,26.6809,1.6520,0.44,3.75,23,307,13.35,34.58,8.45,4.31,0.0626,68.85,0.01452,4.79,1.12,11.55,4.28,0.41,27.6,525.5,46.67,27.87,5.87
YR2_Geneva_R4_P508,Geneva,4,508,01-01-029,S. purpurea,M,20.9,55.6,103,103,18.6178,41.9750,25.7070,1.7312,0.45,4.25,24,268,11.17,28.89,6.20,10.39,0.1014,102.47,0.00976,7.94,1.69,15.51,4.71,0.54,27.0,623.4,49.37,52.00,5.63
YR2_Geneva_R5_P612,Geneva,5,612,01-01-029,S. purpurea,M,32.3,43.3,103,103,NA,NA,NA,NA,NA,3.67,29,330,11.38,34.37,7.85,6.55,0.0799,81.98,0.01220,6.7,1.37,13.58,4.9,0.45,29.2,578.7,53.80,46.10,6.12
YR2_Geneva_R6_P733,Geneva,6,733,01-01-029,S. purpurea,M,39.1,37.9,103.0,103,NA,NA,NA,NA,NA,3.64,40,471,11.78,51.31,7.10,6.53,0.0836,78.11,0.01280,6.79,1.3,13.86,5.22,0.43,26.6,213.9,58.10,46.07,5.38
YR2_Portland_R1_P71,Portland,1,71,01-01-029,S. purpurea,M,21.0,55.4,NA,NA,16.6975,42.3957,27.7494,1.2923,0.47,3.58,21,225,10.71,21.50,14.00,7.37,0.0808,91.21,0.01096,6.26,1.48,18.9,4.23,0.26,31.5,565.2,51.5,50.3,3.17
YR2_Portland_R2_P198,Portland,2,198,01-01-029,S. purpurea,M,34.4,41.5,NA,NA,17.0933,41.5596,28.1109,1.3751,0.49,3.23,20,235,11.75,23.40,12.00,7.94,0.0896,88.62,0.01128,6.92,1.49,34.83,4.65,0.08,34.2,550.3,57.1,51.8,3.87
YR2_Portland_R3_P308,Portland,3,308,01-01-029,S. purpurea,M,9.7,72.3,NA,NA,17.5263,41.4490,27.4010,1.2995,0.47,3.31,10,97,9.70,8.91,22.00,7.17,0.0967,74.15,0.01349,7.12,1.31,14.9,5.42,0.41,26.4,342.4,56.8,52.2,1.17
YR2_Portland_R4_P491,Portland,4,491,01-01-029,S. purpurea,M,25.0,50.6,NA,NA,17.2426,41.7747,27.4438,1.4071,0.47,3.58,30,332,11.07,33.43,18.00,11.15,0.1514,73.65,0.01358,7.36,1.98,16.19,3.71,0.53,29.4,383.2,54.7,67.5,4.34
YR2_Portland_R5_P555,Portland,5,555,01-01-029,S. purpurea,M,24.6,51.1,NA,NA,NA,NA,NA,NA,NA,3.36,13,155,11.92,16.19,13.00,9.46,0.1145,82.62,0.01210,6.94,1.72,15.3,4.02,0.51,30.2,481.5,53.4,64.0,2.35
YR2_Portland_R6_P704,Portland,6,704,01-01-029,S. purpurea,M,40.2,37.2,NA,NA,NA,NA,NA,NA,NA,3.53,12,119,9.92,10.49,12.00,14.43,0.1694,85.18,0.01174,9.26,2.06,19.48,4.49,0.48,27.9,401.1,53.0,44.8,3.52
YR2_WVU_R1_P87,WVU,1,87,01-01-029,S. purpurea,M,33,42.7,102,74,16.7809,43.5840,27.0422,1.5626,0.47,3.84,16,179,11.19,19.22,NA,18.64,0.2405,77.51,0.01290,9.53,2.44,21.23,3.91,0.52,32.7,711.6,NA,46.4,5.31
YR2_WVU_R2_P248,WVU,2,248,01-01-029,S. purpurea,M,33,42.7,102,57,17.7127,41.2564,27.0723,1.3299,0.48,3.96,14,172,12.29,18.98,NA,11.39,0.1261,90.33,0.01107,8.31,1.96,32.13,4.24,0.14,29.0,292.5,NA,38.2,4.20
YR2_WVU_R3_P343,WVU,3,343,01-01-029,S. purpurea,M,33,42.7,102,74,17.0976,42.4347,27.2441,1.9196,0.48,3.04,11,124,11.27,11.91,NA,10.31,0.1196,86.20,0.01160,8.36,1.65,32.44,5.07,0.12,31.9,544.9,NA,48.5,1.88
YR2_WVU_R4_P478,WVU,4,478,01-01-029,S. purpurea,M,38,38.7,102,57,17.7614,43.5866,25.4162,1.6285,0.46,4.01,27,315,11.67,33.04,NA,16.43,0.1798,91.38,0.01094,9.13,2.24,30.91,4.08,0.22,26.7,238.8,NA,44.1,1.66
YR2_WVU_R5_P582,WVU,5,582,01-01-029,S. purpurea,M,30,45.5,108,57,NA,NA,NA,NA,NA,3.32,4,68,17.00,9.09,NA,14.06,0.1639,85.78,0.01166,8.82,2.1,34.08,4.2,0.15,31.2,485.2,NA,NA,2.65
YR2_WVU_R6_P774,WVU,6,774,01-01-029,S. purpurea,M,28,47.4,102,81,NA,NA,NA,NA,NA,3.73,10,123,12.30,13.27,NA,21.06,0.2479,84.95,0.01177,11.58,2.26,25.16,5.12,0.42,30.2,458.3,NA,NA,3.54
YR2_Geneva_R1_P56,Geneva,1,56,01-01-028,S. purpurea,F,19.6,57.3,111,91,18.8549,40.1399,27.4539,1.5569,0.51,2.94,14,135,9.64,11.74,6.40,5.89,0.0668,88.17,0.01134,5.43,1.32,11.56,4.11,0.55,28.5,544.5,39.33,34.03,1.10
YR2_Geneva_R2_P215,Geneva,2,215,01-01-028,S. purpurea,F,21.9,54.3,111,103,19.1015,42.5086,26.1535,1.2081,0.32,2.68,15,139,9.27,10.77,6.85,2.61,0.0341,76.54,0.01307,3.47,0.96,6.88,3.6,0.69,28.7,814.0,42.93,41.13,1.22
YR2_Geneva_R3_P388,Geneva,3,388,01-01-028,S. purpurea,F,19,58.1,111,91,18.1089,40.9935,27.3775,1.7482,0.49,3.21,16,183,11.44,19.00,8.25,5.24,0.0541,96.86,0.01032,5.69,1.23,11.59,4.62,0.49,22.5,455.0,42.20,42.60,2.32
YR2_Geneva_R4_P426,Geneva,4,426,01-01-028,S. purpurea,F,21.6,54.7,111,103,18.4152,41.2587,26.7586,1.7541,0.50,3.39,17,228,13.41,27.72,7.25,5.03,0.0536,93.84,0.01066,4.24,1.44,10.15,2.95,0.61,26.9,251.8,43.60,48.93,2.87
YR2_Geneva_R5_P627,Geneva,5,627,01-01-028,S. purpurea,F,36,40.3,111,103,NA,NA,NA,NA,NA,3.27,20,213,10.65,21.78,7.30,4.98,0.0607,82.04,0.01219,5.18,1.16,9.91,4.47,0.64,31.5,595.4,47.70,36.90,3.31
YR2_Geneva_R6_P709,Geneva,6,709,01-01-028,S. purpurea,F,37.3,39.3,111.0,103,NA,NA,NA,NA,NA,4.01,25,305,12.20,36.65,8.30,8.35,0.0992,84.17,0.01188,5.97,1.65,11.46,3.62,0.8,22.2,164.2,52.97,43.23,3.87
YR2_Portland_R1_P70,Portland,1,70,01-01-028,S. purpurea,F,23.4,52.5,NA,NA,18.1116,44.8285,25.8857,1.1168,0.45,3.15,19,177,9.32,15.01,11.50,6.4,0.0525,121.90,0.00820,5.81,1.39,16.05,4.19,0.31,31.3,424.0,43.5,42.5,1.21
YR2_Portland_R2_P149,Portland,2,149,01-01-028,S. purpurea,F,12.4,67.9,NA,NA,18.0536,41.3598,27.4997,1.2793,0.50,3.63,14,173,12.36,18.67,10.50,6.42,0.0753,85.26,0.01173,5.97,1.3,13.34,4.59,0.45,33.1,525.5,50.7,44.7,2.87
YR2_Portland_R3_P345,Portland,3,345,01-01-028,S. purpurea,F,14.0,65.3,NA,NA,18.3227,40.6407,27.5237,1.3979,0.52,3.06,10,109,10.90,9.84,16.50,5.08,0.0582,87.29,0.01146,4.39,1.38,9.03,3.17,0.78,25.7,242.5,43.7,49.6,1.43
YR2_Portland_R4_P480,Portland,4,480,01-01-028,S. purpurea,F,15.0,63.8,NA,NA,18.4938,39.0330,27.5622,1.5319,0.47,2.82,25,261,10.44,22.91,13.00,3.27,0.0614,53.26,0.01878,3.26,1.26,7.49,2.6,0.73,30.2,405.4,46.3,54.4,2.21
YR2_Portland_R5_P610,Portland,5,610,01-01-028,S. purpurea,F,13.5,66.1,NA,NA,NA,NA,NA,NA,NA,3.01,16,151,9.44,13.03,18.00,6.27,0.0644,97.36,0.01027,5.7,13.23,12.42,0.43,0.51,30.2,449.3,51.9,55.5,2.10
YR2_Portland_R6_P763,Portland,6,763,01-01-028,S. purpurea,F,14.0,65.3,NA,NA,NA,NA,NA,NA,NA,3.10,8,74,9.25,5.95,9.50,7.32,0.0993,73.72,0.01357,5.72,1.53,12.57,3.73,0.58,26.0,324.9,43.1,41.9,1.32
YR2_WVU_R1_P120,WVU,1,120,01-01-028,S. purpurea,F,30,45.5,115,74,18.4136,42.6819,25.6349,1.3727,0.48,3.74,30,321,10.70,29.60,NA,13.3,0.1604,82.92,0.01206,7.93,2.1,30.54,3.77,0.18,30.2,398.5,NA,39.9,6.17
YR2_WVU_R2_P253,WVU,2,253,01-01-028,S. purpurea,F,13,66.9,108,81,18.0633,42.3745,26.7226,1.4970,0.42,3.55,21,239,11.38,24.28,NA,11.76,0.0784,150.00,0.00667,7.61,1.81,23.8,4.21,0.26,28.7,205.1,NA,51.6,2.77
YR2_WVU_R3_P265,WVU,3,265,01-01-028,S. purpurea,F,27,48.5,115,81,18.1509,39.5639,27.6722,1.3918,0.56,3.20,17,192,11.29,17.40,NA,5.98,0.0645,92.71,0.01079,5.73,1.3,24.92,4.41,0.12,32.7,716.9,NA,47.9,2.26
YR2_WVU_R4_P497,WVU,4,497,01-01-028,S. purpurea,F,37,39.5,108,108,17.1348,41.0186,28.0040,1.7910,0.54,2.75,14,129,9.21,9.81,NA,9.02,0.0945,95.45,0.01048,6.69,1.57,32.27,4.27,0.11,25.7,306.8,NA,37.7,0.82
YR2_WVU_R5_P583,WVU,5,583,01-01-028,S. purpurea,F,36,40.3,108,81,NA,NA,NA,NA,NA,3.11,20,218,10.90,20.34,NA,8.4,0.0955,87.96,0.01137,6.83,1.79,28.51,3.83,0.13,31.4,773.2,NA,NA,4.52
YR2_WVU_R6_P700,WVU,6,700,01-01-028,S. purpurea,F,1,88.1,108,102,NA,NA,NA,NA,NA,2.16,8,69,8.63,4.86,NA,11.16,0.0732,152.46,0.00656,8.22,1.73,17.6,4.75,0.45,32.8,338.8,NA,NA,0.62
YR2_Geneva_R1_P111,Geneva,1,111,01-01-001,S. purpurea,M,36.5,39.9,111,91,18.0532,41.6345,26.7426,1.8507,0.50,3.00,32,288,9.00,23.03,15.90,4.98,0.0645,77.21,0.01295,5.1,1.23,16.39,4.16,0.23,30.1,389.7,40.00,32.33,3.16
YR2_Geneva_R2_P158,Geneva,2,158,01-01-001,S. purpurea,M,44.5,34.4,103,103,19.0321,42.3318,25.1090,1.5940,0.43,3.66,33,348,10.55,31.79,9.20,5.04,0.0564,89.36,0.01119,5.02,1.25,10.45,4.03,0.58,30.9,344.0,52.30,38.47,5.34
YR2_Geneva_R3_P354,Geneva,3,354,01-01-001,S. purpurea,M,37,39.5,111,103,18.2155,42.8994,26.3121,1.1767,0.47,3.62,35,372,10.63,39.33,10.00,6.88,0.0668,102.99,0.00971,5.64,1.52,12.17,3.71,0.58,26.8,216.2,45.13,41.03,4.25
YR2_Geneva_R4_P441,Geneva,4,441,01-01-001,S. purpurea,M,44.1,34.7,111,103,18.4144,41.1826,27.4067,1.3528,0.50,3.30,36,410,11.39,41.64,6.80,9.67,0.1017,95.08,0.01052,7.73,1.6,14.43,4.84,0.58,26.9,266.5,43.87,46.63,4.98
YR2_Geneva_R5_P527,Geneva,5,527,01-01-001,S. purpurea,M,34.2,41.7,111,103,NA,NA,NA,NA,NA,3.18,34,339,9.97,29.98,7.05,5.3,0.0582,91.07,0.01098,5.42,1.29,10.7,4.21,0.58,22.4,405.2,46.50,47.20,5.34
YR2_Geneva_R6_P717,Geneva,6,717,01-01-001,S. purpurea,M,64.9,25.2,111.0,103,NA,NA,NA,NA,NA,2.90,33,346,10.48,31.23,6.50,3.52,0.0657,53.58,0.01866,3.9,1.11,7.8,3.53,0.73,26.9,195.2,36.17,44.57,3.28
