SID,Location,Replicate,Plot,Clone,Species,Gender,CDIA,CFOR,VPH,FPH,HEMI,CELL,LIG,ASH,SPGR,HT,Sno,Total diam (mm),SDIA,SA,IL,LFA,LFWT,SLA,LMA,LFL,LFW,LFP,Leaf Factor,Leaf Aspect Ratio,Conductance Temp °C,gs,AugSPAD,SeptSPAD,YLD
YR2_Geneva_R1_P39,Geneva,1,39,03-01-013,S. purpurea,F,30.3,45.2,111,103,17.3549,37.5571,28.4462,3.2163,0.42,1.93,17,128,7.53,8.12,9.10,3.61,0.0331,109.06,0.00917,5.23,0.93,8.6,5.65,0.61,29.5,650.8,35.80,41.80,0.58
YR2_Geneva_R2_P251,Geneva,2,251,03-01-013,S. purpurea,F,25.5,50.1,111,103,18.2521,39.2939,27.5543,2.1989,0.43,2.40,25,166,6.64,9.55,17.60,7.58,0.0688,110.17,0.00908,7.02,1.37,14.78,5.14,0.44,29.6,659.1,41.17,31.97,0.47
YR2_Geneva_R3_P278,Geneva,3,278,03-01-013,S. purpurea,F,26.1,49.4,111,103,19.1183,40.8276,26.5422,1.7928,0.46,2.60,22,152,6.91,8.86,9.20,1.95,0.0567,34.39,0.02908,1.67,1.25,5.3,1.34,0.87,27.6,606.7,41.33,46.00,0.70
YR2_Geneva_R4_P516,Geneva,4,516,03-01-013,S. purpurea,F,33.7,42.1,111,103,16.2888,39.6893,29.0008,2.7417,0.45,2.91,23,204,8.87,16.40,14.75,12.21,0.1035,117.97,0.00848,8.17,1.86,16.31,4.39,0.58,23.4,543.2,46.07,45.83,1.75
YR2_Geneva_R5_P532,Geneva,5,532,03-01-013,S. purpurea,F,36.7,39.7,111,103,NA,NA,NA,NA,NA,3.00,33,263,7.97,17.33,7.00,12.54,0.1174,106.81,0.00936,8.29,1.8,16.6,4.62,0.57,24.2,455.9,38.80,40.93,1.28
YR2_Geneva_R6_P736,Geneva,6,736,03-01-013,S. purpurea,F,35.6,40.6,111.0,103,NA,NA,NA,NA,NA,2.44,21,174,8.29,12.22,6.60,7.45,0.1021,72.97,0.01370,5.44,1.55,9.67,3.51,1,25.5,299.5,40.17,39.20,1.05
YR2_Portland_R1_P32,Portland,1,32,03-01-013,S. purpurea,F,18.0,59.4,NA,NA,17.8616,44.2513,26.6266,1.0136,0.37,1.90,13,69,5.31,3.26,22.50,9.13,0.1015,89.95,0.01112,6.97,1.57,15.48,4.44,0.48,30.4,449.3,49.0,48.1,0.37
YR2_Portland_R2_P252,Portland,2,252,03-01-013,S. purpurea,F,18.8,58.3,NA,NA,16.9099,35.2448,30.9410,2.5442,0.73,1.79,0,NA,#VALUE!,NA,25.00,7.85,0.0763,102.88,0.00972,6.26,1.48,35.99,4.23,0.08,30.5,512.5,41.7,31.0,0.12
YR2_Portland_R3_P363,Portland,3,363,03-01-013,S. purpurea,F,26.2,49.3,NA,NA,16.3781,33.2671,32.3755,2.9035,0.56,1.87,14,94,6.71,5.36,14.75,7.95,0.0772,102.98,0.00971,6.4,1.5,13.87,4.27,0.52,27.2,382.4,46.2,47.7,0.37
YR2_Portland_R4_P430,Portland,4,430,03-01-013,S. purpurea,F,25.8,49.8,NA,NA,16.6634,41.1192,28.4375,1.3909,0.53,2.81,8,66,8.25,4.56,17.00,7.09,0.0826,85.84,0.01165,6.01,1.46,10.89,4.11,0.75,29.1,379.8,47.2,55.2,1.12
YR2_Portland_R5_P636,Portland,5,636,03-01-013,S. purpurea,F,9.5,72.7,NA,NA,NA,NA,NA,NA,NA,1.62,8,47,5.88,2.38,15.00,10.68,0.083,128.67,0.00777,7.45,1.75,15.15,4.26,0.58,30.0,443.4,49.9,57.2,0.12
YR2_Portland_R6_P765,Portland,6,765,03-01-013,S. purpurea,F,7.3,76.5,NA,NA,NA,NA,NA,NA,NA,0.81,8,44,5.50,1.92,13.00,6.54,0.0612,106.86,0.00936,5.41,1.45,12.05,3.72,0.57,25.9,154.8,43.1,43.2,0.12
YR2_WVU_R1_P123,WVU,1,123,03-01-013,S. purpurea,F,33,42.7,115,102,17.3433,39.0614,28.1205,1.9608,0.44,3.08,34,238,7.00,14.51,NA,9.46,0.0851,111.16,0.00900,6.59,1.65,18.64,3.98,0.34,29.4,423.5,NA,38.3,1.12
YR2_WVU_R2_P175,WVU,2,175,03-01-013,S. purpurea,F,7,77.1,115,115,16.3441,36.2437,31.0898,2.9095,0.49,1.47,7,32,4.57,1.32,NA,7.56,0.0885,85.42,0.01171,6.34,1.42,16.74,4.47,0.34,36.2,536.4,NA,26.7,0.11
YR2_WVU_R3_P290,WVU,3,290,03-01-013,S. purpurea,F,25,50.6,115,57,16.8288,37.3998,29.6513,3.0750,0.48,2.57,17,118,6.94,7.08,NA,17.71,0.1719,103.03,0.00971,10.58,2.19,46.73,4.83,0.1,31.8,517.4,NA,34.9,0.56
YR2_WVU_R4_P453,WVU,4,453,03-01-013,S. purpurea,F,28,47.4,115,115,17.0977,40.3877,27.2697,2.6623,0.46,1.41,15,101,6.73,5.98,NA,9.6,0.0842,114.01,0.00877,6.95,1.59,23.87,4.36,0.21,28.4,345.1,NA,35.8,0.34
YR2_WVU_R5_P551,WVU,5,551,03-01-013,S. purpurea,F,5,80.7,108,108,NA,NA,NA,NA,NA,0.94,2,9,4.50,0.32,NA,6.63,0.064,103.59,0.00965,4.97,1.6,22.46,3.11,0.16,31.9,708.0,NA,NA,0.11
YR2_WVU_R6_P748,WVU,6,748,03-01-013,S. purpurea,F,5,80.7,108,81,NA,NA,NA,NA,NA,2.46,NA,NA,#VALUE!,NA,NA,10.35,0.0989,104.65,0.00956,8.11,1.54,17.12,5.26,0.44,30.7,168.7,NA,NA,0.11
YR2_Geneva_R1_P16,Geneva,1,16,03-01-007,S. purpurea,F,34.9,41.1,103,103,18.6787,42.7026,25.4173,1.9135,0.53,3.19,20,219,10.95,20.99,8.80,6.67,0.0811,82.24,0.01216,6.02,1.49,12.92,4.04,0.5,29.7,361.4,51.53,55.17,2.13
YR2_Geneva_R2_P167,Geneva,2,167,03-01-007,S. purpurea,F,31.2,44.3,111,103,19.1054,41.5249,25.7722,1.8200,0.48,4.19,43,409,9.51,34.94,7.55,7.45,0.086,86.63,0.01154,6.19,1.47,13.17,4.2,0.54,29.3,543.5,40.43,39.67,5.33
YR2_Geneva_R3_P346,Geneva,3,346,03-01-007,S. purpurea,F,40.7,36.8,111,103,19.1829,43.6989,25.2713,1.1113,0.49,3.64,35,350,10.00,30.74,8.05,6.5,0.0506,128.46,0.00778,7.62,1.15,12.69,6.61,0.51,26.1,514.0,37.80,50.40,3.08
YR2_Geneva_R4_P504,Geneva,4,504,03-01-007,S. purpurea,F,39,38.0,111,103,18.3670,42.7544,26.1895,1.4098,0.47,3.84,26,333,12.81,40.55,24.15,8.99,0.0818,109.90,0.00910,7.14,1.6,15.05,4.48,0.5,26.5,574.2,45.93,45.20,4.62
YR2_Geneva_R5_P600,Geneva,5,600,03-01-007,S. purpurea,F,32.8,42.9,111,103,NA,NA,NA,NA,NA,3.88,35,292,8.34,22.59,16.40,7.58,0.0831,91.22,0.01096,6.82,1.39,14.21,4.92,0.47,29.5,476.4,45.67,40.67,3.31
YR2_Geneva_R6_P710,Geneva,6,710,03-01-007,S. purpurea,F,32.5,43.2,111.0,103,NA,NA,NA,NA,NA,4.30,30,443,14.77,67.60,8.85,11.43,0.1127,101.42,0.00986,8.45,1.81,16.52,4.66,0.53,22.2,191.7,51.73,47.50,6.87
YR2_Portland_R1_P47,Portland,1,47,03-01-007,S. purpurea,F,40.4,37.0,NA,NA,17.2045,43.1219,27.2125,1.2611,0.49,3.06,15,137,9.13,11.03,13.50,7.59,0.1049,72.35,0.01382,6.39,1.43,14.22,4.47,0.47,32.5,629.5,43.2,55.8,0.81
YR2_Portland_R2_P182,Portland,2,182,03-01-007,S. purpurea,F,16.5,61.6,NA,NA,17.1848,41.4173,28.2264,1.2828,0.52,3.43,15,144,9.60,13.68,20.50,8.04,0.0956,84.10,0.01189,7.27,1.45,14.78,5,0.46,32.9,494.4,53.7,53.2,1.16
YR2_Portland_R3_P372,Portland,3,372,03-01-007,S. purpurea,F,22.1,54.1,NA,NA,18.3347,42.1111,27.0382,0.9732,0.49,3.35,19,175,9.21,14.18,23.75,8.81,0.0995,88.54,0.01129,8.1,1.4,18.95,5.79,0.31,27.1,380.9,54.1,57.3,1.97
YR2_Portland_R4_P444,Portland,4,444,03-01-007,S. purpurea,F,21.5,54.8,NA,NA,17.8767,42.4818,27.0068,1.0934,0.52,3.32,9,103,11.44,9.73,15.00,8.38,0.1089,76.95,0.01300,6.23,1.74,14.28,3.57,0.52,29.7,355.4,47.8,62.0,1.74
YR2_Portland_R5_P573,Portland,5,573,03-01-007,S. purpurea,F,16.3,61.9,NA,NA,NA,NA,NA,NA,NA,3.19,4,45,11.25,4.01,14.50,12.17,0.1562,77.91,0.01283,7.3,2.02,16.44,3.61,0.57,30.4,470.6,56.0,54.9,1.74
YR2_Portland_R6_P774,Portland,6,774,03-01-007,S. purpurea,F,33.8,42.0,NA,NA,NA,NA,NA,NA,NA,3.59,36,374,10.39,32.94,19.50,11.04,0.132,83.64,0.01196,8.43,1.77,17.29,4.77,0.46,25.6,109.2,44.2,52.5,2.79
YR2_WVU_R1_P68,WVU,1,68,03-01-007,S. purpurea,F,32,43.6,102,81,17.8944,44.7018,25.4063,1.0249,0.50,3.61,23,235,10.22,21.97,NA,8,0.1193,67.06,0.01491,6.62,1.44,14.34,4.59,0.49,35.5,527.7,NA,47.4,3.04
YR2_WVU_R2_P232,WVU,2,232,03-01-007,S. purpurea,F,31,44.5,115,81,18.4738,39.9334,27.1088,1.2422,0.48,2.62,12,125,10.42,10.97,NA,7.54,0.0844,89.34,0.01119,6.69,1.42,26.67,4.71,0.13,29.1,459.0,NA,45.5,0.94
YR2_WVU_R3_P344,WVU,3,344,03-01-007,S. purpurea,F,32,43.6,115,74,18.1213,43.3161,25.1482,1.7466,0.48,3.70,24,246,10.25,22.23,NA,6.57,0.0683,96.19,0.01040,6.24,1.41,19.97,4.42,0.21,31.8,463.6,NA,30.8,3.16
YR2_WVU_R4_P439,WVU,4,439,03-01-007,S. purpurea,F,52,30.4,115,81,17.5062,43.8005,25.9050,1.3490,0.53,3.76,22,232,10.55,24.58,NA,10.05,0.1032,97.38,0.01027,8.01,1.61,27.45,4.99,0.17,28.0,293.9,NA,38.1,2.34
YR2_WVU_R5_P646,WVU,5,646,03-01-007,S. purpurea,F,33,42.7,108,81,NA,NA,NA,NA,NA,3.52,24,231,9.63,19.96,NA,10.09,0.1137,88.74,0.01127,7.8,1.65,17.79,4.73,0.4,33.3,676.5,NA,NA,3.75
YR2_WVU_R6_P731,WVU,6,731,03-01-007,S. purpurea,F,16,62.3,108,81,NA,NA,NA,NA,NA,3.47,14,104,7.43,7.49,NA,10.92,0.1358,80.41,0.01244,8.27,1.77,18.63,4.68,0.4,30.4,477.7,NA,NA,1.52
YR2_Geneva_R1_P90,Geneva,1,90,03-01-005,S. purpurea,F,31,44.5,111,103,18.7569,41.0410,26.5107,1.6857,0.45,2.95,37,309,8.35,24.42,8.80,4.9,0.0612,80.07,0.01249,5.15,1.17,10.66,4.42,0.54,30.6,811.4,40.60,35.47,3.28
YR2_Geneva_R2_P223,Geneva,2,223,03-01-005,S. purpurea,F,22.6,53.4,111,103,20.4468,42.6896,25.6017,0.9974,0.47,3.59,31,284,9.16,22.78,19.30,7.92,0.079,100.25,0.00997,6.49,1.52,13.28,4.27,0.56,28.2,789.5,39.20,45.73,2.55
YR2_Geneva_R3_P287,Geneva,3,287,03-01-005,S. purpurea,F,45.1,34.1,111,103,18.1055,41.6580,27.0564,1.4930,0.46,3.76,29,341,11.76,33.72,11.30,1.31,0.0579,22.63,0.04420,1.36,1.07,3.68,1.28,1.22,27.9,417.0,38.20,39.03,3.52
YR2_Geneva_R4_P434,Geneva,4,434,03-01-005,S. purpurea,F,28.5,46.9,111,103,18.0882,40.8833,27.0406,1.9445,0.50,3.04,41,362,8.83,28.64,7.60,6.51,0.0693,93.94,0.01065,6.19,1.37,12.2,4.53,0.55,27.9,475.5,37.07,30.23,2.67
YR2_Geneva_R5_P566,Geneva,5,566,03-01-005,S. purpurea,F,22.5,53.6,111,103,NA,NA,NA,NA,NA,3.81,20,212,10.60,19.04,8.90,6.5,0.0902,72.06,0.01388,5.29,1.53,11.4,3.47,0.63,26.5,436.1,37.87,34.03,2.67
YR2_Geneva_R6_P754,Geneva,6,754,03-01-005,S. purpurea,F,34.8,41.2,111.0,103,NA,NA,NA,NA,NA,2.76,36,336,9.33,28.46,8.60,5.13,0.0645,79.53,0.01257,5.02,1.39,9.99,3.6,0.65,25.4,255.0,39.10,35.33,2.19
YR2_Portland_R1_P74,Portland,1,74,03-01-005,S. purpurea,F,30.4,45.1,NA,NA,17.4987,40.2982,28.6473,1.4551,0.48,3.85,26,226,8.69,17.34,15.75,5.31,0.081,65.56,0.01525,5.09,1.33,11.06,3.83,0.55,32.2,652.5,44.2,45.8,3.82
YR2_Portland_R2_P260,Portland,2,260,03-01-005,S. purpurea,F,24.2,51.6,NA,NA,18.1954,43.7341,25.7414,1.1738,0.50,3.42,6,70,11.67,6.93,21.50,11.77,0.1386,84.92,0.01178,7.61,2.04,51.38,3.74,0.06,29.6,280.2,46.3,51.1,1.23
YR2_Portland_R3_P291,Portland,3,291,03-01-005,S. purpurea,F,41.8,36.1,NA,NA,17.0974,41.2538,28.4993,1.4063,0.58,3.36,22,197,8.95,16.36,23.50,5.75,0.0839,68.53,0.01459,5.62,1.34,12.6,4.19,0.46,26.2,349.4,51.2,45.8,2.71
YR2_Portland_R4_P475,Portland,4,475,03-01-005,S. purpurea,F,39.0,38.0,NA,NA,19.0613,41.1730,27.1003,1.0352,0.49,3.58,28,329,11.75,35.13,14.00,5.77,0.0943,61.19,0.01634,4.68,1.49,10.37,3.15,0.67,29.6,509.9,53.2,37.8,4.81
YR2_Portland_R5_P530,Portland,5,530,03-01-005,S. purpurea,F,24.2,51.6,NA,NA,NA,NA,NA,NA,NA,3.82,17,203,11.94,21.09,15.50,14.27,0.1494,95.52,0.01047,8.44,2.19,16.86,3.86,0.63,31.0,541.3,43.6,44.8,3.82
YR2_Portland_R6_P665,Portland,6,665,03-01-005,S. purpurea,F,16.0,62.3,NA,NA,NA,NA,NA,NA,NA,3.52,8,88,11.00,8.53,10.50,7.45,0.115,64.78,0.01544,5.33,1.88,12.78,2.83,0.57,30.5,444.6,47.9,51.5,2.71
YR2_WVU_R1_P5,WVU,1,5,03-01-005,S. purpurea,F,37,39.5,108,74,17.4569,43.1965,26.6078,1.3962,0.55,3.74,22,265,12.05,31.25,NA,9.9,0.1289,76.80,0.01302,7.04,1.78,15.23,3.97,0.54,32.6,612.3,NA,45.7,4.19
YR2_WVU_R2_P202,WVU,2,202,03-01-005,S. purpurea,F,10,71.8,115,74,17.7331,39.2277,27.4648,2.2317,0.59,1.77,23,196,8.52,14.78,NA,8.05,0.0905,88.95,0.01124,5.89,1.69,23.46,3.48,0.18,35.0,574.9,NA,44.1,1.72
YR2_WVU_R3_P381,WVU,3,381,03-01-005,S. purpurea,F,59,27.3,115,74,18.4672,43.0003,25.9642,1.6587,0.51,3.94,17,227,13.35,27.87,NA,17.77,0.1529,116.22,0.00860,9.02,2.4,34.02,3.76,0.19,29.9,703.2,NA,40.0,3.94
YR2_WVU_R4_P401,WVU,4,401,03-01-005,S. purpurea,F,17,60.8,108,81,17.1645,44.3177,26.0741,1.3635,0.53,3.15,7,71,10.14,5.77,NA,8.3,0.0909,91.31,0.01095,5.87,1.79,21.57,3.28,0.22,30.1,502.3,NA,45.2,2.34
YR2_WVU_R5_P555,WVU,5,555,03-01-005,S. purpurea,F,13,66.9,108,81,NA,NA,NA,NA,NA,2.70,13,109,8.38,7.69,NA,16.34,0.2085,78.37,0.01276,7.98,2.57,28.44,3.11,0.25,31.9,459.6,NA,NA,1.48
YR2_WVU_R6_P727,WVU,6,727,03-01-005,S. purpurea,F,21,55.4,108,81,NA,NA,NA,NA,NA,3.11,12,118,9.83,10.35,NA,13.75,0.1071,128.38,0.00779,7.65,2.09,17.6,3.66,0.56,31.6,466.5,NA,NA,3.45
YR2_Geneva_R1_P37,Geneva,1,37,02-201-005,S. purpurea,M,25.6,50.0,103,91,18.8129,42.1266,25.8487,1.6588,0.45,3.15,6,83,13.83,9.75,9.00,6.28,0.0797,78.80,0.01269,6.72,1.26,14.26,5.32,0.39,30.7,755.1,38.17,50.37,1.12
YR2_Geneva_R2_P159,Geneva,2,159,02-201-005,S. purpurea,M,25.6,50.0,103,91,18.3483,43.2394,26.1051,1.2389,0.45,3.84,23,242,10.52,22.60,10.35,7.69,0.0999,76.98,0.01299,6.78,1.64,17.17,4.13,0.33,30.9,721.0,54.50,27.90,4.48
YR2_Geneva_R3_P381,Geneva,3,381,02-201-005,S. purpurea,M,37.5,39.1,103,91,18.9366,42.8122,26.2040,1.3869,0.44,3.92,24,282,11.75,30.28,11.30,6.87,0.0988,69.53,0.01438,6.03,1.43,11.83,4.22,0.62,22.7,461.2,41.60,37.50,3.48
YR2_Geneva_R4_P518,Geneva,4,518,02-201-005,S. purpurea,M,22.3,53.8,103,103,16.8429,42.6612,27.4319,1.7187,0.45,3.36,8,117,14.63,14.71,8.40,8.57,0.119,72.02,0.01389,6.72,1.53,13.23,4.38,0.62,23.6,624.2,53.93,42.10,3.61
YR2_Geneva_R5_P619,Geneva,5,619,02-201-005,S. purpurea,M,34.7,41.3,103,103,NA,NA,NA,NA,NA,4.02,12,194,16.17,28.65,9.60,10.96,0.1167,93.92,0.01065,8.18,1.94,15.27,4.21,0.59,30.1,627.0,60.83,47.83,5.10
YR2_Geneva_R6_P742,Geneva,6,742,02-201-005,S. purpurea,M,37.3,39.3,103.0,103,NA,NA,NA,NA,NA,3.06,13,124,9.54,11.72,10.85,11.3,0.1318,85.74,0.01166,8.2,1.67,14.51,4.91,0.67,26.2,389.2,58.00,48.00,2.49
YR2_Portland_R1_P14,Portland,1,14,02-201-005,S. purpurea,M,13.6,66.0,NA,NA,16.8376,42.2854,28.2395,1.4344,0.49,3.47,9,115,12.78,13.38,12.00,11.49,0.1366,84.11,0.01189,8.24,1.77,18.32,4.66,0.43,28.1,672.4,58.8,57.2,3.00
YR2_Portland_R2_P146,Portland,2,146,02-201-005,S. purpurea,M,17.0,60.8,NA,NA,18.9824,42.3453,28.0218,1.2738,0.47,3.09,9,89,9.89,7.92,15.00,6.47,0.0785,82.42,0.01213,7,1.3,16.97,5.39,0.28,32.5,793.2,62.9,58.3,0.87
YR2_Portland_R3_P364,Portland,3,364,02-201-005,S. purpurea,M,25.9,49.6,NA,NA,18.3448,41.5742,27.0462,1.2421,0.50,3.48,17,188,11.06,20.36,19.00,12.92,0.1702,75.91,0.01317,9.8,1.65,21.35,5.95,0.36,27.3,413.8,56.9,52.4,2.62
YR2_Portland_R4_P487,Portland,4,487,02-201-005,S. purpurea,M,19.5,57.4,NA,NA,17.1080,40.0379,29.1245,1.3762,0.46,3.23,8,75,9.38,6.45,17.00,9.58,0.1295,73.98,0.01352,6.66,1.78,14.25,3.74,0.59,30.0,578.0,56.6,49.0,1.00
YR2_Portland_R5_P630,Portland,5,630,02-201-005,S. purpurea,M,64.9,25.2,NA,NA,NA,NA,NA,NA,NA,2.76,16,191,11.94,20.81,13.50,9.07,0.1297,69.93,0.01430,7.51,1.62,16.51,4.64,0.42,29.8,433.2,54.8,56.1,2.25
YR2_Portland_R6_P655,Portland,6,655,02-201-005,S. purpurea,M,29.7,45.7,NA,NA,NA,NA,NA,NA,NA,3.33,19,221,11.63,24.34,18.00,7.71,0.1217,63.35,0.01578,5.66,1.71,11.46,3.31,0.74,29.5,424.7,53.2,46.5,3.87
YR2_WVU_R1_P11,WVU,1,11,02-201-005,S. purpurea,M,23,53.0,102,57,17.6983,42.8869,26.8487,1.3478,0.47,3.84,9,132,14.67,16.79,NA,6.42,0.1192,53.86,0.01857,5.55,1.59,11.83,3.48,0.58,32.4,650.2,NA,32.3,6.28
YR2_WVU_R2_P185,WVU,2,185,02-201-005,S. purpurea,M,36,40.3,102,57,17.1313,39.9811,28.3070,1.7719,0.43,3.88,9,134,14.89,19.20,NA,10.66,0.1719,62.01,0.01613,7.51,3.57,30.24,2.11,0.15,34.0,649.7,NA,27.5,3.33
YR2_WVU_R3_P331,WVU,3,331,02-201-005,S. purpurea,M,36,40.3,102,74,17.7507,40.5828,28.1894,1.5068,0.45,3.57,14,200,14.29,23.58,NA,11.13,0.1283,86.75,0.01153,7.03,2.27,30.01,3.09,0.16,31.6,370.3,NA,41.7,3.94
YR2_WVU_R4_P440,WVU,4,440,02-201-005,S. purpurea,M,22,54.2,102,74,17.5735,44.2884,25.7918,1.5337,0.49,3.83,10,136,13.60,16.08,NA,21.09,0.2265,93.11,0.01074,12.32,2.22,26.71,5.54,0.37,27.9,341.2,NA,38.0,3.57
YR2_WVU_R5_P620,WVU,5,620,02-201-005,S. purpurea,M,15,63.8,108,74,NA,NA,NA,NA,NA,1.98,8,62,7.75,4.30,NA,11.41,0.1404,81.27,0.01230,8.14,1.78,21.82,4.59,0.3,32.1,762.1,NA,NA,1.23
YR2_WVU_R6_P715,WVU,6,715,02-201-005,S. purpurea,M,40,37.3,102,57,NA,NA,NA,NA,NA,3.65,11,142,12.91,15.91,NA,14.57,0.2103,69.28,0.01443,9.85,1.9,21.99,5.18,0.38,30.4,323.0,NA,NA,6.65
YR2_Geneva_R1_P79,Geneva,1,79,01-07-251,S. purpurea,F,27.9,47.5,111,103,18.6717,44.4982,25.2992,1.1591,0.49,3.50,26,272,10.46,24.68,9.00,4.83,0.0555,87.03,0.01149,4.44,1.43,9.88,3.1,0.62,30.3,642.9,42.87,35.73,2.42
YR2_Geneva_R2_P142,Geneva,2,142,01-07-251,S. purpurea,F,28.9,46.5,111,103,17.2562,43.4696,26.8744,1.6921,0.48,3.88,49,429,8.76,34.08,8.75,5.65,0.0598,94.48,0.01058,5.09,1.41,11.11,3.61,0.58,30.4,584.4,50.13,40.93,4.95
YR2_Geneva_R3_P314,Geneva,3,314,01-07-251,S. purpurea,F,28.6,46.8,111,103,17.6812,44.2640,26.1780,1.3876,0.47,4.08,29,331,11.41,38.95,8.60,4.69,0.054,86.85,0.01151,3.62,9.99,12.8,0.36,0.36,26.8,387.6,57.87,49.63,4.61
YR2_Geneva_R4_P419,Geneva,4,419,01-07-251,S. purpurea,F,23.5,52.4,111,103,17.6607,43.2112,26.2418,1.5350,0.50,3.86,26,327,12.58,38.49,9.30,7.79,0.0662,117.67,0.00850,5.44,1.61,12.26,3.37,0.65,27.4,299.7,45.80,41.80,4.26
YR2_Geneva_R5_P607,Geneva,5,607,01-07-251,S. purpurea,F,37.4,39.2,111,103,NA,NA,NA,NA,NA,3.54,39,391,10.03,35.26,9.00,4.1,0.0489,83.84,0.01193,4.01,1.26,8.67,3.17,0.69,30.6,676.2,47.80,33.80,4.95
YR2_Geneva_R6_P714,Geneva,6,714,01-07-251,S. purpurea,F,27.7,47.7,111.0,111,NA,NA,NA,NA,NA,3.87,32,378,11.81,40.35,9.55,6.65,0.0898,74.05,0.01350,5.4,1.47,10.56,3.67,0.75,21.4,195.4,53.27,51.30,5.41
YR2_Portland_R1_P5,Portland,1,5,01-07-251,S. purpurea,F,23.0,53.0,NA,NA,18.1474,41.3385,27.1230,1.2915,0.49,3.66,20,238,11.90,25.35,11.50,6.94,0.0924,75.11,0.01331,4.7,1.68,10.15,2.8,0.85,24.9,321.5,49.1,51.8,3.99
YR2_Portland_R2_P191,Portland,2,191,01-07-251,S. purpurea,F,21.7,54.6,NA,NA,17.5780,43.7828,26.4751,1.0203,0.52,3.73,13,163,12.54,17.63,15.00,6.12,0.0697,87.80,0.01139,5.44,1.37,11.43,3.97,0.59,33.2,259.2,61.7,52.8,3.14
YR2_Portland_R3_P280,Portland,3,280,01-07-251,S. purpurea,F,24.1,51.7,NA,NA,18.5086,42.6888,26.3883,0.9914,0.51,3.77,13,159,12.23,16.30,22.00,6,0.0691,86.83,0.01152,5.53,1.28,11.87,4.33,0.53,26.7,361.5,49.1,52.9,5.07
YR2_Portland_R4_P493,Portland,4,493,01-07-251,S. purpurea,F,31.6,44.0,NA,NA,17.8572,42.1495,27.0281,1.2056,0.48,3.81,25,320,12.80,34.37,17.00,5.92,0.0586,101.02,0.00990,5.87,1.21,9.77,4.84,0.78,29.2,370.4,59.7,60.9,5.43
YR2_Portland_R5_P613,Portland,5,613,01-07-251,S. purpurea,F,13.0,66.9,NA,NA,NA,NA,NA,NA,NA,3.45,22,257,11.68,26.41,11.50,6.06,0.1028,58.95,0.01696,3.82,1.92,8.69,2,1.01,29.9,457.6,48.9,47.4,4.11
YR2_Portland_R6_P699,Portland,6,699,01-07-251,S. purpurea,F,31.5,44.1,NA,NA,NA,NA,NA,NA,NA,3.62,21,269,12.81,29.46,15.00,6.14,0.0645,95.19,0.01050,5.07,1.57,10.42,3.23,0.71,28.5,410.2,54.6,51.1,4.47
YR2_WVU_R1_P104,WVU,1,104,01-07-251,S. purpurea,F,19,58.1,102,81,16.7982,41.4354,28.3253,1.8600,0.50,3.17,29,276,9.52,23.17,NA,12.49,0.1454,85.90,0.01164,7.48,3.93,15.91,1.9,0.62,31.0,389.2,NA,44.5,2.68
YR2_WVU_R2_P254,WVU,2,254,01-07-251,S. purpurea,F,43,35.3,115,74,17.7442,43.8751,25.9368,1.4264,0.50,4.22,29,407,14.03,48.15,NA,6.52,0.0622,104.82,0.00954,4.79,1.57,24.2,3.05,0.14,28.7,200.0,NA,32.7,6.25
YR2_WVU_R3_P350,WVU,3,350,01-07-251,S. purpurea,F,32,43.6,115,81,17.7676,45.8897,25.0404,1.1315,0.49,3.84,23,317,13.78,35.96,NA,9.1,0.0893,101.90,0.00981,5.75,2,16.56,2.87,0.42,30.1,367.8,NA,44.5,4.35
YR2_WVU_R4_P406,WVU,4,406,01-07-251,S. purpurea,F,34,41.9,115,81,18.0848,43.3352,26.0990,1.6306,0.50,3.89,14,195,13.93,23.19,NA,7.49,0.0845,88.64,0.01128,5.63,1.67,27.8,3.36,0.12,30.4,519.1,NA,45.6,3.35
YR2_WVU_R5_P627,WVU,5,627,01-07-251,S. purpurea,F,33,42.7,108,81,NA,NA,NA,NA,NA,4.00,47,498,10.60,46.61,NA,7.93,0.0943,84.09,0.01189,5.61,1.63,20.91,3.43,0.23,32.1,373.3,NA,NA,7.14
YR2_WVU_R6_P765,WVU,6,765,01-07-251,S. purpurea,F,11,70.2,108,81,NA,NA,NA,NA,NA,3.92,12,124,10.33,11.17,NA,8.58,0.089,96.40,0.01037,6.4,1.57,13.92,4.09,0.56,32.4,482.4,NA,NA,1.56
YR2_Geneva_R1_P38,Geneva,1,38,01-01-094,S. purpurea,F,29.5,45.9,111,103,16.7850,39.3532,28.1879,3.1540,0.49,2.69,14,107,7.64,7.05,8.95,4.76,0.0497,95.77,0.01044,5.04,1.19,9.68,4.22,0.64,30.1,763.8,42.67,37.00,0.75
YR2_Geneva_R2_P213,Geneva,2,213,01-01-094,S. purpurea,F,40.2,37.2,111,103,20.1910,43.5301,26.1017,1.4704,0.48,2.45,14,113,8.07,7.41,10.20,2.79,0.0462,60.39,0.01656,3.34,1.05,6.99,3.18,0.72,28.7,708.1,40.93,38.80,1.00
YR2_Geneva_R3_P326,Geneva,3,326,01-01-094,S. purpurea,F,28.2,47.2,111,103,17.5404,42.9913,26.4901,1.8800,0.50,2.19,19,147,7.74,9.98,9.85,3.11,0.0393,79.13,0.01264,4.31,1,8.41,4.32,0.55,23.0,314.7,42.50,42.40,0.75
